R1,R2,R3
1.600000,29.533347,24.607656
2.088889,24.114931,17.606682
2.577778,20.354689,26.095735
3.066667,17.722776,18.433176
3.555556,18.142679,16.167380
4.044444,15.030377,29.823874
4.533333,21.841695,28.054986
5.022222,23.833321,20.521833
5.511111,28.112903,23.363750
6.000000,26.386920,21.738213
23.416032,32.096739,23.397090
33.136698,28.159336,24.597802
21.969026,39.894646,38.667322
24.031873,30.524284,36.921747
31.665663,35.461761,20.603789
27.787567,27.154329,26.666944
39.255181,24.904258,31.643735
37.603763,36.114526,29.743971
35.020625,21.164512,34.001839
29.321013,22.033895,33.657758
